sample,fasta
Jannaschia_sp_CCS1_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Jannaschia_sp_CCS1_genomic.fasta
Kangiella_geojedonensis_strain_YCS-5_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Kangiella_geojedonensis_strain_YCS-5_genomic.fasta
Kangiella_koreensis_DSM_16069_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Kangiella_koreensis_DSM_16069_genomic.fasta
Kangiella_sediminilitoris_strain_KCTC_23892_genomi,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Kangiella_sediminilitoris_strain_KCTC_23892_genomic.fasta
KCH3_S1_contigs,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/KCH3_S1_contigs.fasta
KH11J01_S12_contigs,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/KH11J01_S12_contigs.fasta
Kosmotoga_olearia_TBF_1951_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Kosmotoga_olearia_TBF_1951_genomic.fasta
Kosmotoga_pacifica_strain_SLHLJ1_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Kosmotoga_pacifica_strain_SLHLJ1_genomic.fasta
Krokinobacter_sp_4H-3-7-5_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Krokinobacter_sp_4H-3-7-5_genomic.fasta
Kytococcus_sedentarius_DSM_20547_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Kytococcus_sedentarius_DSM_20547_genomic.fasta
LAB19_S8_contigs,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/LAB19_S8_contigs.fasta
Lacimicrobium_alkaliphilum_strain_KCTC_32984_genom,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Lacimicrobium_alkaliphilum_strain_KCTC_32984_genomic.fasta
Lacinutrix_sp_5H-3-7-4_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Lacinutrix_sp_5H-3-7-4_genomic.fasta
Lactococcus_garvieae_ATCC_49156_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Lactococcus_garvieae_ATCC_49156_genomic.fasta
Lactococcus_garvieae_Lg2_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Lactococcus_garvieae_Lg2_genomic.fasta
Leisingera_methylohalidivorans_DSM_14336_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Leisingera_methylohalidivorans_DSM_14336_genomic.fasta
Leuconostoc_lactis_strain_WiKim40_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Leuconostoc_lactis_strain_WiKim40_genomic.fasta
LF22_S6_contigs,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/LF22_S6_contigs.fasta
Luteimonas_sp_JM171_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Luteimonas_sp_JM171_genomic.fasta
Magnetococcus_marinus_MC-1_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Magnetococcus_marinus_MC-1_genomic.fasta
Magnetospira_sp_QH-2_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Magnetospira_sp_QH-2_genomic.fasta
Maribacter_sp_1_2014MBL_MicDiv_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Maribacter_sp_1_2014MBL_MicDiv_genomic.fasta
Maribacter_sp_HTCC2170_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Maribacter_sp_HTCC2170_genomic.fasta
Maribacter_sp_MAR_2009_60_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Maribacter_sp_MAR_2009_60_genomic.fasta
Maricaulis_maris_MCS10_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Maricaulis_maris_MCS10_genomic.fasta
Marinithermus_hydrothermalis_DSM_14884_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Marinithermus_hydrothermalis_DSM_14884_genomic.fasta
Marinitoga_piezophila_KA3_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Marinitoga_piezophila_KA3_genomic.fasta
Marinitoga_sp_1137_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Marinitoga_sp_1137_genomic.fasta
Marinobacter_adhaerens_HP15_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Marinobacter_adhaerens_HP15_genomic.fasta
Marinobacter_aquaeolei_VT8_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Marinobacter_aquaeolei_VT8_genomic.fasta
Marinobacter_hydrocarbonoclasticus_ATCC_49840_geno,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Marinobacter_hydrocarbonoclasticus_ATCC_49840_genomic.fasta
Marinobacterium_sp_ST58-10_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Marinobacterium_sp_ST58-10_genomic.fasta
Marinobacter_psychrophilus_strain_20041_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Marinobacter_psychrophilus_strain_20041_genomic.fasta
Marinobacter_salarius_R9SW1_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Marinobacter_salarius_R9SW1_genomic.fasta
Marinobacter_similis_A3d10_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Marinobacter_similis_A3d10_genomic.fasta
Marinobacter_sp_BSs20148_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Marinobacter_sp_BSs20148_genomic.fasta
Marinobacter_sp_CP1_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Marinobacter_sp_CP1_genomic.fasta
Marinobacter_sp_Hb8_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Marinobacter_sp_Hb8_genomic.fasta
Marinomonas_mediterranea_MMB-1_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Marinomonas_mediterranea_MMB-1_genomic.fasta
Marinomonas_posidonica_IVIA-Po-181_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Marinomonas_posidonica_IVIA-Po-181_genomic.fasta
Marinomonas_sp_MWYL1_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Marinomonas_sp_MWYL1_genomic.fasta
Marinovum_algicola_DG_898_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Marinovum_algicola_DG_898_genomic.fasta
Marivirga_tractuosa_DSM_4126_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Marivirga_tractuosa_DSM_4126_genomic.fasta
MC2_S1_contigs,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/MC2_S1_contigs.fasta
MC4_S2_contigs,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/MC4_S2_contigs.fasta
MC7_S3_contigs,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/MC7_S3_contigs.fasta
MC8_S4_contigs,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/MC8_S4_contigs.fasta
Mehyloceanibacter_caenitepidi_Gela4_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Mehyloceanibacter_caenitepidi_Gela4_genomic.fasta
Mesorhizobium_sp_B7_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Mesorhizobium_sp_B7_genomic.fasta
Methanocaldococcus_fervens_AG86_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Methanocaldococcus_fervens_AG86_genomic.fasta
Methanocaldococcus_infernus_ME_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Methanocaldococcus_infernus_ME_genomic.fasta
Methanocaldococcus_jannaschii_DSM_2661_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Methanocaldococcus_jannaschii_DSM_2661_genomic.fasta
Methanocaldococcus_sp_FS406-22_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Methanocaldococcus_sp_FS406-22_genomic.fasta
Methanocaldococcus_sp_JH146_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Methanocaldococcus_sp_JH146_genomic.fasta
Methanocaldococcus_vulcanius_M7_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Methanocaldococcus_vulcanius_M7_genomic.fasta
Methanococcoides_methylutens_MM1_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Methanococcoides_methylutens_MM1_genomic.fasta
Methanococcus_aeolicus_Nankai-3_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Methanococcus_aeolicus_Nankai-3_genomic.fasta
Methanococcus_maripaludis_C6_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Methanococcus_maripaludis_C6_genomic.fasta
Methanococcus_maripaludis_C7_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Methanococcus_maripaludis_C7_genomic.fasta
Methanococcus_maripaludis_S2_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Methanococcus_maripaludis_S2_genomic.fasta
Methanococcus_maripaludis_X1_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Methanococcus_maripaludis_X1_genomic.fasta
Methanococcus_vannielii_SB_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Methanococcus_vannielii_SB_genomic.fasta
Methanococcus_voltae_A3_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Methanococcus_voltae_A3_genomic.fasta
Methanoculleus_marisnigri_JR1_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Methanoculleus_marisnigri_JR1_genomic.fasta
Methanohalobium_evestigatum_Z-7303_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Methanohalobium_evestigatum_Z-7303_genomic.fasta
Methanohalophilus_halophilus_strain_Z-7982_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Methanohalophilus_halophilus_strain_Z-7982_genomic.fasta
Methanoplanus_petrolearius_DSM_11571_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Methanoplanus_petrolearius_DSM_11571_genomic.fasta
Methanopyrus_kandleri_AV19_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Methanopyrus_kandleri_AV19_genomic.fasta
Methanosarcina_acetivorans_C2A_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Methanosarcina_acetivorans_C2A_genomic.fasta
Methanosarcina_siciliae_C2J_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Methanosarcina_siciliae_C2J_genomic.fasta
Methanosarcina_siciliae_HI350_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Methanosarcina_siciliae_HI350_genomic.fasta
Methanosarcina_siciliae_T4_M_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Methanosarcina_siciliae_T4_M_genomic.fasta
Methanosarcina_sp_MTP4_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Methanosarcina_sp_MTP4_genomic.fasta
Methanosarcina_sp_WH1_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Methanosarcina_sp_WH1_genomic.fasta
Methanothermococcus_okinawensis_IH1_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Methanothermococcus_okinawensis_IH1_genomic.fasta
Methanotorris_igneus_Kol_5_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Methanotorris_igneus_Kol_5_genomic.fasta
Methylomonas_methanica_MC09_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Methylomonas_methanica_MC09_genomic.fasta
Methylophaga_sp_JAM1_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Methylophaga_sp_JAM1_genomic.fasta
Methylophaga_sp_JAM7_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Methylophaga_sp_JAM7_genomic.fasta
Methylophilales_bacterium_MBRSF5_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Methylophilales_bacterium_MBRSF5_genomic.fasta
Methylophilales_bacterium_MBRSG12_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Methylophilales_bacterium_MBRSG12_genomic.fasta
Methylophilales_bacterium_MBRSH7_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Methylophilales_bacterium_MBRSH7_genomic.fasta
Microbacterium_sp_LKL04_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Microbacterium_sp_LKL04_genomic.fasta
Micromonospora_krabiensis_strain_DSM_45344_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Micromonospora_krabiensis_strain_DSM_45344_genomic.fasta
Mollicutes_bacterium_Candidatus_Izimaplasma_HR1_ge,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Mollicutes_bacterium_Candidatus_Izimaplasma_HR1_genomic.fasta
Moorea_producens_JHB_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Moorea_producens_JHB_genomic.fasta
Moorea_producens_PAL-8-15-08-1_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Moorea_producens_PAL-8-15-08-1_genomic.fasta
Moritella_viscosa_06_09_139_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Moritella_viscosa_06_09_139_genomic.fasta
MR17-77_S9_contigs,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/MR17-77_S9_contigs.fasta
MR4-25-1B_S2_contigs,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/MR4-25-1B_S2_contigs.fasta
MR4-25-2A-1A_S4_contigs,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/MR4-25-2A-1A_S4_contigs.fasta
MR4-25-2B_S6_contigs,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/MR4-25-2B_S6_contigs.fasta
MR4-64-2_S7_contigs,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/MR4-64-2_S7_contigs.fasta
MR4-96-1_S3_contigs,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/MR4-96-1_S3_contigs.fasta
MR4-96-2A_S5_contigs,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/MR4-96-2A_S5_contigs.fasta
Muricauda_lutaonensis_strain_CC-HSB-11_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Muricauda_lutaonensis_strain_CC-HSB-11_genomic.fasta
Muricauda_ruestringensis_DSM_13258_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Muricauda_ruestringensis_DSM_13258_genomic.fasta
Mv130624_S1_contigs,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Mv130624_S1_contigs.fasta
Mv2528_S2_contigs,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Mv2528_S2_contigs.fasta
Mv3632_S3_contigs,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Mv3632_S3_contigs.fasta
Mv5450_S4_contigs,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Mv5450_S4_contigs.fasta
MvHd14_S5_contigs,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/MvHd14_S5_contigs.fasta
MvHd15_S6_contigs,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/MvHd15_S6_contigs.fasta
MvHd17_S7_contigs,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/MvHd17_S7_contigs.fasta
Mycobacterium_chelonae_CCUG_47445_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Mycobacterium_chelonae_CCUG_47445_genomic.fasta
Mycobacterium_chubuense_NBB4_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Mycobacterium_chubuense_NBB4_genomic.fasta
Mycobacterium_rhodesiae_NBB3_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Mycobacterium_rhodesiae_NBB3_genomic.fasta
Myroides_profundi_D25_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Myroides_profundi_D25_genomic.fasta
Myxococcus_fulvus_HW-1_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Myxococcus_fulvus_HW-1_genomic.fasta
Nanoarchaeum_equitans_Kin4-M_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Nanoarchaeum_equitans_Kin4-M_genomic.fasta
Nanohaloarchaea_archaeon_SG9_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Nanohaloarchaea_archaeon_SG9_genomic.fasta
Nautilia_profundicola_AmH_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Nautilia_profundicola_AmH_genomic.fasta
Neorickettsia_helminthoeca_str_Oregon_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Neorickettsia_helminthoeca_str_Oregon_genomic.fasta
Nitratifractor_salsuginis_DSM_16511_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Nitratifractor_salsuginis_DSM_16511_genomic.fasta
Nitratiruptor_sp_SB155-2_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Nitratiruptor_sp_SB155-2_genomic.fasta
Nitrosococcus_halophilus_Nc_4_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Nitrosococcus_halophilus_Nc_4_genomic.fasta
Nitrosococcus_oceani_ATCC_19707_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Nitrosococcus_oceani_ATCC_19707_genomic.fasta
Nitrosopumilus_maritimus_SCM1_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Nitrosopumilus_maritimus_SCM1_genomic.fasta
NML_S2_contigs,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/NML_S2_contigs.fasta
Nocardia_seriolae_strain_EM150506_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Nocardia_seriolae_strain_EM150506_genomic.fasta
Nocardiopsis_dassonvillei_strain_NOCA502F_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Nocardiopsis_dassonvillei_strain_NOCA502F_genomic.fasta
Nodularia_spumigena_CCY9414_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Nodularia_spumigena_CCY9414_genomic.fasta
Nonlabens_dokdonensis_DSW-6_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Nonlabens_dokdonensis_DSW-6_genomic.fasta
Nonlabens_marinus_S1-08_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Nonlabens_marinus_S1-08_genomic.fasta
Nonlabens_sp_Hel1_33_55_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Nonlabens_sp_Hel1_33_55_genomic.fasta
Nonlabens_sp_MIC269_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Nonlabens_sp_MIC269_genomic.fasta
Novosphingobium_pentaromativorans_US6-1_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Novosphingobium_pentaromativorans_US6-1_genomic.fasta
Novosphingobium_sp_PP1Y_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Novosphingobium_sp_PP1Y_genomic.fasta
Oceanithermus_profundus_DSM_14977_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Oceanithermus_profundus_DSM_14977_genomic.fasta
Oceanobacillus_iheyensis_HTE831_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Oceanobacillus_iheyensis_HTE831_genomic.fasta
Octadecabacter_antarcticus_307_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Octadecabacter_antarcticus_307_genomic.fasta
Octadecabacter_arcticus_238_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Octadecabacter_arcticus_238_genomic.fasta
Octadecabacter_temperatus_strain_SB1_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Octadecabacter_temperatus_strain_SB1_genomic.fasta
Oleispira_antarctica_RB-8_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Oleispira_antarctica_RB-8_genomic.fasta
Oscillibacter_valericigenes_Sjm18-20_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Oscillibacter_valericigenes_Sjm18-20_genomic.fasta
Owenweeksia_hongkongensis_DSM_17368_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Owenweeksia_hongkongensis_DSM_17368_genomic.fasta
Paenibacillus_durus_DSM_1735_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Paenibacillus_durus_DSM_1735_genomic.fasta
Paenibacillus_sp_LPB0068_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Paenibacillus_sp_LPB0068_genomic.fasta
Palaeococcus_pacificus_DY20341_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Palaeococcus_pacificus_DY20341_genomic.fasta
Paraglaciecola_psychrophila_170_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Paraglaciecola_psychrophila_170_genomic.fasta
Paraoerskovia_marina_strain_DSM_22126_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Paraoerskovia_marina_strain_DSM_22126_genomic.fasta
Parvularcula_bermudensis_HTCC2503_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Parvularcula_bermudensis_HTCC2503_genomic.fasta
Pelagibacterium_halotolerans_B2_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Pelagibacterium_halotolerans_B2_genomic.fasta
Pelobacter_acetylenicus_strain_DSM_3247_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Pelobacter_acetylenicus_strain_DSM_3247_genomic.fasta
Pelobacter_carbinolicus_DSM_2380_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Pelobacter_carbinolicus_DSM_2380_genomic.fasta
Persephonella_marina_EX-H1_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Persephonella_marina_EX-H1_genomic.fasta
Phaeobacter_gallaeciensis_210_Roseobacter_gallaeci,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Phaeobacter_gallaeciensis_210_Roseobacter_gallaeciensis_genomic.fasta
Phaeobacter_gallaeciensis_DSM_26640_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Phaeobacter_gallaeciensis_DSM_26640_genomic.fasta
